Site,Date,Interval start,Interval end,Detector 1,Detector 2,Detector 3,Detector 4,Detector 5,Detector 6,Detector 7,Detector 8,Total
36,"Wednesday, 25 February 2026",3:00:00 AM NZDT,3:05:00 AM NZDT,1,0,0,0,1,0,0,0,2
36,"Wednesday, 25 February 2026",3:05:00 AM NZDT,3:10:00 AM NZDT,0,0,1,0,1,0,1,0,3
36,"Wednesday, 25 February 2026",3:10:00 AM NZDT,3:15:00 AM NZDT,1,0,1,0,0,1,1,0,4
36,"Wednesday, 25 February 2026",3:15:00 AM NZDT,3:20:00 AM NZDT,1,0,2,0,0,0,2,0,5
36,"Wednesday, 25 February 2026",3:20:00 AM NZDT,3:25:00 AM NZDT,1,0,0,1,2,0,0,0,4
36,"Wednesday, 25 February 2026",3:25:00 AM NZDT,3:30:00 AM NZDT,0,0,2,0,1,1,0,0,4
36,"Wednesday, 25 February 2026",3:30:00 AM NZDT,3:35:00 AM NZDT,2,0,0,0,1,0,1,0,4
36,"Wednesday, 25 February 2026",3:35:00 AM NZDT,3:40:00 AM NZDT,0,0,1,0,1,0,0,0,2
36,"Wednesday, 25 February 2026",3:40:00 AM NZDT,3:45:00 AM NZDT,0,0,0,0,0,1,1,0,2
36,"Wednesday, 25 February 2026",3:45:00 AM NZDT,3:50:00 AM NZDT,0,0,0,0,0,1,1,0,2
36,"Wednesday, 25 February 2026",3:50:00 AM NZDT,3:55:00 AM NZDT,2,1,1,0,0,0,0,1,5
36,"Wednesday, 25 February 2026",3:55:00 AM NZDT,4:00:00 AM NZDT,0,1,0,1,0,0,0,1,3
36,"Wednesday, 25 February 2026",4:00:00 AM NZDT,4:05:00 AM NZDT,0,0,1,0,1,0,1,0,3
36,"Wednesday, 25 February 2026",4:05:00 AM NZDT,4:10:00 AM NZDT,0,0,1,0,0,0,2,0,3
36,"Wednesday, 25 February 2026",4:10:00 AM NZDT,4:15:00 AM NZDT,0,0,0,0,1,0,0,0,1
36,"Wednesday, 25 February 2026",4:15:00 AM NZDT,4:20:00 AM NZDT,0,0,2,0,0,0,1,1,4
36,"Wednesday, 25 February 2026",4:20:00 AM NZDT,4:25:00 AM NZDT,1,0,1,0,2,0,1,0,5
36,"Wednesday, 25 February 2026",4:25:00 AM NZDT,4:30:00 AM NZDT,0,0,0,0,0,1,1,0,2
36,"Wednesday, 25 February 2026",4:30:00 AM NZDT,4:35:00 AM NZDT,1,0,0,0,0,1,0,0,2
36,"Wednesday, 25 February 2026",4:35:00 AM NZDT,4:40:00 AM NZDT,0,0,0,0,0,0,3,0,3
36,"Wednesday, 25 February 2026",4:40:00 AM NZDT,4:45:00 AM NZDT,1,0,1,0,0,0,0,0,2
36,"Wednesday, 25 February 2026",4:45:00 AM NZDT,4:50:00 AM NZDT,3,0,1,0,1,0,2,0,7
36,"Wednesday, 25 February 2026",4:50:00 AM NZDT,4:55:00 AM NZDT,4,0,1,0,0,0,5,0,10
36,"Wednesday, 25 February 2026",4:55:00 AM NZDT,5:00:00 AM NZDT,0,0,0,0,0,0,1,0,1
36,"Wednesday, 25 February 2026",5:00:00 AM NZDT,5:05:00 AM NZDT,1,0,0,1,1,4,1,2,10
36,"Wednesday, 25 February 2026",5:05:00 AM NZDT,5:10:00 AM NZDT,2,0,1,0,1,0,1,0,5
36,"Wednesday, 25 February 2026",5:10:00 AM NZDT,5:15:00 AM NZDT,2,0,0,1,0,0,0,0,3
36,"Wednesday, 25 February 2026",5:15:00 AM NZDT,5:20:00 AM NZDT,0,0,0,0,1,1,3,0,5
36,"Wednesday, 25 February 2026",5:20:00 AM NZDT,5:25:00 AM NZDT,4,0,6,0,3,0,5,0,18
36,"Wednesday, 25 February 2026",5:25:00 AM NZDT,5:30:00 AM NZDT,3,0,3,0,0,1,2,1,10
36,"Wednesday, 25 February 2026",5:30:00 AM NZDT,5:35:00 AM NZDT,2,0,1,0,1,0,2,0,6
36,"Wednesday, 25 February 2026",5:35:00 AM NZDT,5:40:00 AM NZDT,4,0,2,1,1,1,10,1,20
36,"Wednesday, 25 February 2026",5:40:00 AM NZDT,5:45:00 AM NZDT,11,0,6,0,4,1,3,1,26
36,"Wednesday, 25 February 2026",5:45:00 AM NZDT,5:50:00 AM NZDT,7,3,3,1,4,1,8,3,30
36,"Wednesday, 25 February 2026",5:50:00 AM NZDT,5:55:00 AM NZDT,6,1,2,2,3,1,9,3,27
36,"Wednesday, 25 February 2026",5:55:00 AM NZDT,6:00:00 AM NZDT,5,0,1,0,2,2,5,2,17
36,"Wednesday, 25 February 2026",6:00:00 AM NZDT,6:05:00 AM NZDT,7,0,4,0,1,1,1,1,15
36,"Wednesday, 25 February 2026",6:05:00 AM NZDT,6:10:00 AM NZDT,6,0,1,0,1,1,10,0,19
36,"Wednesday, 25 February 2026",6:10:00 AM NZDT,6:15:00 AM NZDT,5,0,6,0,0,0,10,0,21
36,"Wednesday, 25 February 2026",6:15:00 AM NZDT,6:20:00 AM NZDT,4,0,4,1,4,2,3,3,21
36,"Wednesday, 25 February 2026",6:20:00 AM NZDT,6:25:00 AM NZDT,9,0,5,2,2,1,6,0,25
36,"Wednesday, 25 February 2026",6:25:00 AM NZDT,6:30:00 AM NZDT,5,0,5,0,2,1,8,1,22
36,"Wednesday, 25 February 2026",6:30:00 AM NZDT,6:35:00 AM NZDT,9,0,2,1,4,1,9,0,26
36,"Wednesday, 25 February 2026",6:35:00 AM NZDT,6:40:00 AM NZDT,5,1,5,0,2,1,10,0,24
36,"Wednesday, 25 February 2026",6:40:00 AM NZDT,6:45:00 AM NZDT,6,1,1,1,3,2,18,2,34
36,"Wednesday, 25 February 2026",6:45:00 AM NZDT,6:50:00 AM NZDT,15,0,7,3,5,1,17,0,48
